Customer ID,Recency,Frequency,Monetary,log_r,log_f,log_m,Cluster
12839,3,26,9669.119999999986,1.0986122886681098,3.258096538021482,9.176692581203929,4
12840,144,7,4041.970000000001,4.969813299576002,1.9459101490553128,8.30448747586774,3
12841,5,40,6958.199999999988,1.6094379124341005,3.688879454113936,8.84767609919071,4
12842,71,4,1917.99,4.262679877041316,1.3862943611198906,7.559033041665454,3
12843,66,28,6461.869999999997,4.189654742026425,3.332204510175204,8.773674028571435,4
12844,30,4,648.5999999999998,3.4011973816621555,1.3862943611198906,6.4748161938732185,1
12845,268,4,354.0900000000001,5.5909869805108565,1.3862943611198906,5.869551118109088,3
12847,23,2,1609.0000000000007,3.1354942159291497,0.6931471805599453,7.383368146992383,1
12848,676,1,208.0,6.516193076042964,0.0,5.337538079701318,2
12849,32,6,3015.9800000000014,3.4657359027997265,1.791759469228055,8.011680097806124,4
12850,446,1,330.0,6.100318952020063,0.0,5.799092654460527,2
12851,97,2,280.76000000000005,4.574710978503383,0.6931471805599453,5.637500211862222,2
12852,295,1,311.5499999999999,5.68697535633982,0.0,5.741559838990232,2
12853,135,11,3907.5000000000014,4.90527477843843,2.3978952727983707,8.270653062295633,3
12854,79,7,2970.9699999999993,4.3694478524670215,1.9459101490553128,7.996643777801394,3
12855,373,4,612.8400000000003,5.921578419643817,1.3862943611198906,6.4181038904475525,3
12856,8,6,2170.780000000002,2.079441541679836,1.791759469228055,7.682841828953516,4
12857,211,6,3688.0,5.351858133476067,1.791759469228055,8.212839584676484,3
12858,384,1,147.27,5.950642552587727,0.0,4.992267636738071,2
12859,459,1,575.1,6.129050210060545,0.0,6.354543938719709,2
12860,694,1,54.22000000000001,6.542471960506806,0.0,3.99304984407052,2
12861,620,1,68.25,6.429719478039137,0.0,4.223177434065069,2
12862,426,2,984.62,6.054439346269372,0.6931471805599453,6.8922557799351845,3
12863,53,6,2792.55,3.970291913552122,1.791759469228055,7.934710435886017,3
12864,139,2,299.56999999999994,4.934473933130692,0.6931471805599453,5.702348113118021,2
12867,27,13,7829.259999999989,3.2958368660043287,2.5649493574615367,8.965623276217253,4
12868,186,8,2043.7600000000007,5.225746673713202,2.079441541679836,7.622546527599955,3
12869,682,1,337.67,6.525029657843463,0.0,5.822069087200161,2
12870,376,3,1676.9500000000005,5.929589143389895,1.0986122886681098,7.424731946232635,3
12871,85,3,744.02,4.442651256490317,1.0986122886681098,6.612067916192214,3
12872,327,12,3283.9599999999978,5.7899601708972535,2.4849066497880004,8.096805290230172,3
12873,283,3,2027.3,5.645446897643237,1.0986122886681098,7.614460137474147,3
12875,144,5,1356.99,4.969813299576002,1.6094379124341005,7.213024290610959,3
12877,4,20,2942.139999999998,1.3862943611198906,2.9957322735539913,7.986892486704902,4
12878,237,2,854.9899999999999,5.468060141135132,0.6931471805599453,6.7510897729619295,3
12879,45,3,573.22,3.80666248977032,1.0986122886681098,6.351269587180622,1
12880,382,2,640.1299999999999,5.945420608606575,0.6931471805599453,6.4616712807266286,2
12881,276,1,298.0,5.62040086571715,0.0,5.697093486505405,2
12882,10,2,1463.0399999999993,2.302585092994046,0.6931471805599453,7.288271741726336,1
12883,25,4,703.4700000000001,3.218875824868201,1.3862943611198906,6.556025231721924,1
12884,89,1,309.05,4.48863636973214,0.0,5.733503076105282,2
12885,64,3,1175.22,4.158883083359672,1.0986122886681098,7.069210643094706,3
12886,68,2,1378.4000000000005,4.219507705176107,0.6931471805599453,7.22867868521372,1
12887,384,1,222.4,5.950642552587727,0.0,5.404477562376426,2
12888,215,2,354.12,5.3706380281276624,0.6931471805599453,5.869635838742847,2
12889,382,4,385.46000000000015,5.945420608606575,1.3862943611198906,5.954437426270906,3
12890,25,2,706.0200000000003,3.218875824868201,0.6931471805599453,6.559643565703893,1
12891,186,11,840.5,5.225746673713202,2.3978952727983707,6.733996952848671,3
12892,397,1,263.38,5.983936280687192,0.0,5.573597856282074,2
12893,31,1,176.54999999999995,3.4339872044851463,0.0,5.173604122374394,1
12894,576,1,157.34999999999997,6.356107660695892,0.0,5.058472623510416,2
12895,43,2,372.80000000000007,3.7612001156935615,0.6931471805599453,5.921042082811438,1
12897,205,4,514.25,5.3230099791384085,1.3862943611198906,6.242709528533068,3
12898,464,2,296.2100000000001,6.139884552226255,0.6931471805599453,5.691068662236125,2
12899,414,1,366.4,6.025865973825314,0.0,5.903725632799975,2
12900,423,1,340.3300000000001,6.0473721790462776,0.0,5.829915735129298,2
12901,9,28,17654.539999999994,2.19722457733622,3.332204510175204,9.778748253081107,4
12902,265,1,138.67999999999998,5.579729825986222,0.0,4.932169120816822,2
12903,429,1,833.53,6.061456918928018,0.0,6.725669694344562,2
12904,19,2,496.05999999999983,2.9444389791664403,0.6931471805599453,6.206696887150855,1
12905,577,2,1018.42,6.3578422665081,0.6931471805599453,6.926007685699222,3
12906,12,5,2919.8099999999995,2.4849066497880004,1.6094379124341005,7.979273824652131,4
12907,396,2,508.90999999999985,5.9814142112544815,0.6931471805599453,6.2322711836277005,2
12908,177,5,1776.0,5.17614973257383,1.6094379124341005,7.4821189235521155,3
12909,40,8,3088.340000000001,3.688879454113936,2.079441541679836,8.03538900871065,4
12910,24,13,5796.519999999999,3.1780538303479458,2.5649493574615367,8.665013016462478,4
12911,552,1,1651.7200000000007,6.313548046277095,0.0,7.409572448190187,2
12912,3,5,1662.3000000000004,1.0986122886681098,1.6094379124341005,7.415957464541414,1
12913,5,13,6283.24,1.6094379124341005,2.5649493574615367,8.745641049986316,4
12914,401,1,223.98,5.9939614273065684,0.0,5.411556762154548,2
12915,149,4,975.1000000000003,5.003946305945459,1.3862943611198906,6.882540029841072,3
12916,139,7,4479.73,4.934473933130692,1.9459101490553128,8.407318055735708,3
12917,129,6,4359.200000000002,4.859812404361672,1.791759469228055,8.38004383326889,3
12919,9,6,1335.1899999999996,2.19722457733622,1.791759469228055,7.196828882804898,1
12920,18,4,486.63999999999993,2.8903717578961645,1.3862943611198906,6.18752463001245,1
12921,10,74,35233.24000000005,2.302585092994046,4.30406509320417,10.46974523418009,4
12922,162,1,405.38,5.087596335232384,0.0,6.004824898809818,2
12923,65,3,769.1699999999997,4.174387269895637,1.0986122886681098,6.645312011393981,1
12924,89,12,2461.45,4.48863636973214,2.4849066497880004,7.80850588617456,3
12925,5,3,729.3299999999998,1.6094379124341005,1.0986122886681098,6.592126304479406,1
12926,412,4,1523.5900000000006,6.0210233493495275,1.3862943611198906,7.328824671180443,3
12927,395,1,197.31,5.978885764901122,0.0,5.284776095981369,2
12928,36,12,4304.890000000002,3.58351893845611,2.4849066497880004,8.367506864851293,4
12929,312,1,117.85,5.7430031878094825,0.0,4.769412629382139,2
12930,79,2,415.80000000000007,4.3694478524670215,0.6931471805599453,6.030204375423912,1
12931,22,57,91810.34000000004,3.0910424533583165,4.043051267834549,11.42748020643118,4
12932,540,8,1698.5600000000004,6.29156913955832,2.079441541679836,7.437536112263732,3
12933,25,8,1636.6300000000015,3.218875824868201,2.079441541679836,7.400394528610844,4
12934,737,1,181.65,6.6025878921893355,0.0,5.202081758667211,2
12935,3,15,4243.8600000000015,1.0986122886681098,2.7080502011022096,8.353228511442357,4
12936,18,4,1063.9,2.8903717578961645,1.3862943611198906,6.96969668052232,1
12937,16,9,3097.61,2.772588722239781,2.19722457733622,8.038386125382832,4
12938,26,1,114.14,3.258096538021482,0.0,4.737425765108561,1
12939,65,20,25264.80000000001,4.174387269895637,2.9957322735539913,10.137167401605225,4
12940,55,2,899.6899999999997,4.007333185232471,0.6931471805599453,6.802050259545253,1
12941,725,1,377.49000000000007,6.586171654854675,0.0,5.9335440782719875,2
12942,132,3,675.6000000000001,4.8828019225863715,1.0986122886681098,6.5156011849336455,3
12943,559,2,496.49999999999983,6.326149473155099,0.6931471805599453,6.207583483485228,2
12944,36,2,604.51,3.58351893845611,0.6931471805599453,6.404418212515208,1
12945,289,2,900.1100000000001,5.666426688112433,0.6931471805599453,6.802516978078005,3
12946,437,1,324.45,6.07993319509559,0.0,5.782131441067178,2
12947,144,6,1603.9900000000002,4.969813299576002,1.791759469228055,7.380249553993062,3
12948,17,9,2317.43,2.8332133440562166,2.19722457733622,7.7482140920215885,4
12949,31,22,15526.700000000017,3.4339872044851463,3.0910424533583165,9.650316401612056,4
12950,3,3,1843.0,1.0986122886681098,1.0986122886681098,7.519149957669822,1
12951,9,15,3213.719999999999,2.19722457733622,2.7080502011022096,8.07518442364738,4
12952,6,4,1387.7900000000004,1.791759469228055,1.3862943611198906,7.235467832790259,1
12953,10,2,828.8099999999997,2.302585092994046,0.6931471805599453,6.719990937069495,1
12954,639,1,162.45,6.4599044543775355,0.0,5.090370262115108,2
12955,2,11,4757.159999999999,0.6931471805599453,2.3978952727983707,8.467406130510332,4
12956,307,4,521.8899999999999,5.726847747587197,1.3862943611198906,6.257456837707031,3
12957,10,13,8706.97,2.302585092994046,2.5649493574615367,9.071879133319062,4
12958,401,2,467.3399999999999,5.9939614273065684,0.6931471805599453,6.147057044159912,2
12959,485,1,150.95,6.184148890937482,0.0,5.016948656152848,2
12960,414,4,1322.0700000000004,6.025865973825314,1.3862943611198906,7.18695396908547,3
12961,380,1,211.98999999999995,5.9401712527204324,0.0,5.356539103748161,2
12962,8,2,266.39,2.079441541679836,0.6931471805599453,5.584961400424144,1
12963,9,12,3235.79,2.19722457733622,2.4849066497880004,8.082028381140601,4
12964,438,1,132.24,6.082218910376446,0.0,4.884618453512768,2
12965,90,1,769.81,4.499809670330264,0.0,6.646143731152384,2
12966,10,1,160.18,2.302585092994046,0.0,5.0762981828955365,1
12967,359,3,2938.52,5.883322388488279,1.0986122886681098,7.985661332223178,3
12968,113,1,135.95,4.727387818712341,0.0,4.91228717107848,2
12969,603,1,122.45,6.401917196727187,0.0,4.8077027833981765,2
12970,8,10,1452.54,2.079441541679836,2.302585092994046,7.281069027073215,4
12971,4,116,15704.6,1.3862943611198906,4.7535901911063645,9.661708942052721,4
12972,414,4,1161.1999999999996,6.025865973825314,1.3862943611198906,7.057209232150473,3
12973,414,1,385.55,6.025865973825314,0.0,5.9546708862789695,2
12974,198,2,408.94999999999993,5.288267030694535,0.6931471805599453,6.013592899180982,2
12975,437,6,2100.0900000000006,6.07993319509559,1.791759469228055,7.649735479936031,3
12976,212,8,3156.3799999999987,5.356586274672011,2.079441541679836,8.057181080294272,3
12977,157,4,513.8799999999999,5.056245805348309,1.3862943611198906,6.2419897751634075,3
12978,386,5,2502.819999999998,5.955837369464831,1.6094379124341005,7.8251733751423025,3
12980,158,21,16245.779999999995,5.062595033026967,3.0445224377234235,9.695588461724306,4
12981,30,2,372.22,3.4011973816621555,0.6931471805599453,5.919485077315817,1
12982,243,8,2744.8099999999995,5.493061443340548,2.079441541679836,7.917467134790299,3
12983,599,1,490.07999999999987,6.395261598115449,0.0,6.194568643084465,2
12984,19,1,97.5,2.9444389791664403,0.0,4.5798523780038005,1
12985,1,2,1239.38,0.0,0.6931471805599453,7.1223665335574005,1
12986,429,10,2729.840000000001,6.061456918928018,2.302585092994046,7.911998278402878,3
12987,74,5,1312.2100000000005,4.30406509320417,1.6094379124341005,7.179468017671253,3
12988,293,1,505.8199999999998,5.680172609017067,0.0,6.226180874774808,2
12989,4,33,13551.750000000005,1.3862943611198906,3.49650756146648,9.514270969260052,4
12990,32,7,955.5,3.4657359027997265,1.9459101490553128,6.862234763680327,1
12991,24,3,764.8199999999997,3.1780538303479458,1.0986122886681098,6.6396405120228845,1
12992,726,1,93.35,6.587550014824796,0.0,4.536355869987732,2
12993,24,8,1259.63,3.1780538303479458,2.079441541679836,7.138573306028036,1
12994,5,3,974.4200000000003,1.6094379124341005,1.0986122886681098,6.8818424221965495,1
12995,86,1,211.32,4.4543472962535064,0.0,5.353373572296115,2
12996,376,1,355.50000000000017,5.929589143389895,0.0,5.873525249243296,2
12997,23,8,2110.9100000000008,3.1354942159291497,2.079441541679836,7.654874413116641,4
12998,493,3,920.08,6.200509174042691,1.0986122886681098,6.824460622784326,3
12999,197,3,455.8799999999998,5.2832037287379885,1.0986122886681098,6.122229616987535,3
13000,107,4,1032.5,4.672828834461906,1.3862943611198906,6.939738324835187,3
13001,5,33,24042.649999999965,1.6094379124341005,3.49650756146648,10.08758461551903,4
13002,319,3,414.13000000000005,5.7651911027848435,1.0986122886681098,6.026179934196434,2
13003,106,3,149.05,4.663439094112067,1.0986122886681098,5.00428182012408,2
13004,12,36,11650.849999999982,2.4849066497880004,3.58351893845611,9.363134417705684,4
13005,174,4,999.6799999999997,5.159055299214528,1.3862943611198906,6.90743522777121,3
13006,57,1,81.57,4.043051267834549,0.0,4.401461547312489,2
13007,580,1,175.25,6.363028103540465,0.0,5.166213525914699,2
13008,324,3,612.1299999999999,5.780743515792329,1.0986122886681098,6.416944678255407,3
13009,673,1,234.0,6.511745329644728,0.0,5.455321115357702,2
13010,375,2,330.12,5.9269260259704115,0.6931471805599453,5.799456224724484,2
13011,373,1,50.55,5.921578419643817,0.0,3.9229629454664807,2
13012,10,11,2957.83,2.302585092994046,2.3978952727983707,7.992211170354841,4
13013,2,29,11097.43,0.6931471805599453,3.3672958299864737,9.314468828961331,4
13014,11,11,5381.080000000003,2.3978952727983707,2.3978952727983707,8.590644376503976,4
13015,54,11,6579.78,3.9889840465642745,2.3978952727983707,8.791756589109957,4
13016,74,3,789.8899999999996,4.30406509320417,1.0986122886681098,6.671893695259879,3
13017,8,1,204.0,2.079441541679836,0.0,5.318119993844216,1
13018,17,35,9763.159999999996,2.8332133440562166,3.555348061489413,9.186371397496586,4
13019,380,6,1229.95,5.9401712527204324,1.791759469228055,7.114728797133709,3
13020,563,2,618.9600000000003,6.3332796281396915,0.6931471805599453,6.4280406502412,2
13021,5,17,4887.239999999998,1.6094379124341005,2.8332133440562166,8.494383005947668,4
13023,65,3,1251.0300000000004,4.174387269895637,1.0986122886681098,7.131722490994724,3
13024,471,2,555.8699999999999,6.154858094016419,0.6931471805599453,6.320534453962432,2
13025,732,1,323.3900000000001,6.595780513961311,0.0,5.778859025205437,2
13026,2,9,1733.0799999999995,0.6931471805599453,2.19722457733622,7.457655451373742,4
13027,114,19,17239.199999999993,4.736198448394496,2.9444389791664403,9.754941139428702,4
13028,23,2,661.3199999999998,3.1354942159291497,0.6931471805599453,6.494237837683143,1
13029,31,5,1927.3,3.4339872044851463,1.6094379124341005,7.563875338705006,1
13030,12,2,752.4399999999998,2.4849066497880004,0.6931471805599453,6.62332125922482,1
13031,408,5,3292.839999999997,6.0112671744041615,1.6094379124341005,8.099505693282175,3
13032,53,9,2815.9600000000014,3.970291913552122,2.19722457733622,7.943058512631594,4
13033,358,2,220.55,5.880532986400699,0.6931471805599453,5.39612442655095,2
13034,55,3,756.8199999999997,4.007333185232471,1.0986122886681098,6.629125444449789,1
13035,74,3,1364.2000000000005,4.30406509320417,1.0986122886681098,7.218323455220619,3
13036,685,1,307.1,6.5294188382622265,0.0,5.727173427446778,2
13037,139,12,3914.95,4.934473933130692,2.4849066497880004,8.272557836951266,3
13038,81,3,908.46,4.394449154672439,1.0986122886681098,6.811750858248336,3
13039,585,4,1010.73,6.371611847231858,1.3862943611198906,6.918428121038442,3
13040,9,2,676.9899999999999,2.19722457733622,0.6931471805599453,6.517656501754438,1
13041,451,4,799.1300000000001,6.1114673395026795,1.3862943611198906,6.683523635910738,3
13042,599,3,1488.59,6.395261598115449,1.0986122886681098,7.3055846421818975,3
13043,274,1,516.4200000000002,5.613128106388071,0.0,6.246920387889437,2
13044,292,11,4848.050000000004,5.676753802268282,2.3978952727983707,8.48633184122732,3
13045,100,3,808.9200000000002,4.605170185988092,1.0986122886681098,6.695700024653347,3
13046,31,3,949.25,3.4339872044851463,1.0986122886681098,6.855672199111912,1
13047,57,23,8423.580000000002,4.043051267834549,3.1354942159291497,9.038790195021026,4
13048,15,9,4049.13,2.7080502011022096,2.19722457733622,8.306257322209762,4
13049,65,4,1408.2400000000002,4.174387269895637,1.3862943611198906,7.250095976737717,3
13050,15,34,11877.28999999998,2.7080502011022096,3.5263605246161616,9.382383452416457,4
13051,579,2,155.8,6.3613024775729965,0.6931471805599453,5.048573133436649,2
13052,213,7,3118.4800000000014,5.3612921657094255,1.9459101490553128,8.045100982605865,3
13053,622,1,127.65,6.432940092739179,0.0,4.849292143687493,2
13055,79,4,2321.110000000001,4.3694478524670215,1.3862943611198906,7.749800798516335,3
13056,552,1,209.48,6.313548046277095,0.0,5.344628269411287,2
13057,531,3,709.5899999999998,6.274762021241939,1.0986122886681098,6.564687338449621,3
13058,25,3,271.4,3.218875824868201,1.0986122886681098,5.603593747400769,1
13059,250,10,2291.77,5.521460917862246,2.302585092994046,7.737079723759189,3
13060,254,1,307.5300000000001,5.5373342670185375,0.0,5.72857264346342,2
13061,73,1,248.61,4.290459441148391,0.0,5.515885403529061,2
13062,192,1,346.98,5.2574953720277815,0.0,5.849267141398183,2
13063,481,1,188.40000000000003,6.175867270105761,0.0,5.238567362142263,2
13064,13,6,1666.84,2.5649493574615367,1.791759469228055,7.418684897340503,1
13065,374,5,1055.0500000000004,5.924255797414531,1.6094379124341005,6.961343438152067,3
13066,25,2,470.8,3.218875824868201,0.6931471805599453,6.154433375386121,1
13067,83,3,508.51,4.418840607796597,1.0986122886681098,6.231484880978631,1
13068,11,2,344.0,2.3978952727983707,0.6931471805599453,5.840641657373397,1
13069,1,38,9284.44999999999,0.0,3.6375861597263857,9.13609623670653,4
13070,193,4,751.6999999999997,5.2626901889048865,1.3862943611198906,6.622337308183424,3
13071,613,1,129.22000000000003,6.4183649359362125,0.0,4.86151637813002,2
13072,267,1,177.15,5.58724865840025,0.0,5.176996831311482,2
13073,412,2,418.08,6.0210233493495275,0.6931471805599453,6.035672801772303,2
13074,512,4,1378.74,6.238324625039509,1.3862943611198906,7.2289253175949,3
13075,130,1,919.61,4.867534450455582,0.0,6.823949667123072,2
13076,458,1,135.40000000000003,6.1268691841141845,0.0,4.908233360478175,2
13077,2,11,2740.649999999998,0.6931471805599453,2.3978952727983707,7.9159503975257826,4
13078,4,57,29018.06000000001,1.3862943611198906,4.043051267834549,10.27567367375562,4
13079,5,6,419.18,1.6094379124341005,1.791759469228055,6.038300421945014,1
13080,180,4,280.73,5.1929568508902095,1.3862943611198906,5.637393353325013,3
13081,12,28,56838.370000000046,2.4849066497880004,3.332204510175204,10.947966904811807,4
13082,127,21,7335.749999999997,4.84418708645859,3.0445224377234235,8.900514934838714,4
13083,5,3,395.43,1.6094379124341005,1.0986122886681098,5.979973780392483,1
13084,492,1,122.4,6.198478716492307,0.0,4.8072943700782265,2
13085,158,8,2433.28,5.062595033026967,2.079441541679836,7.796995420419956,3
13086,383,1,439.32999999999987,5.948034989180646,0.0,6.0852508391121445,2
13087,727,1,313.64,6.588926477533518,0.0,5.748245831362722,2
13088,418,1,236.11,6.035481432524756,0.0,5.4642977981288725,2
13089,3,203,113416.90999999935,1.0986122886681098,5.313205979041787,11.63882577732456,4
13090,9,23,13076.739999999994,2.19722457733622,3.1354942159291497,9.478590358472859,4
13091,29,2,1108.8,3.3672958299864737,0.6931471805599453,7.011033628435639,1
13092,71,12,2140.28,4.262679877041316,2.4849066497880004,7.668691940578441,3
13093,276,55,54144.25000000008,5.62040086571715,4.007333185232471,10.899407060272024,4
13094,22,13,2209.44,3.0910424533583165,2.5649493574615367,7.700494368737041,4
13095,71,1,74.39999999999998,4.262679877041316,0.0,4.309455941839047,2
13096,395,1,419.7000000000001,5.978885764901122,0.0,6.039540170339547,2
13097,33,27,13015.360000000017,3.49650756146648,3.2958368660043287,9.473885477437982,4
13098,2,28,28882.440000000013,0.6931471805599453,3.332204510175204,10.270989076972516,4
13099,100,1,207.36,4.605170185988092,0.0,5.33445641316391,2
13101,235,4,695.4000000000002,5.45958551414416,1.3862943611198906,6.544487219573761,3
13102,2,37,11380.099999999968,0.6931471805599453,3.610917912644224,9.33962149498793,4
13103,40,3,709.64,3.688879454113936,1.0986122886681098,6.564757799192448,1
13104,4,9,1709.1,1.3862943611198906,2.19722457733622,7.44372219515446,4
13105,437,1,72.0,6.07993319509559,0.0,4.276666119016055,2
13106,134,2,603.46,4.897839799950911,0.6931471805599453,6.402679758307828,2
13107,45,9,5253.069999999998,3.80666248977032,2.19722457733622,8.566567946583811,4
13108,373,2,748.4599999999997,5.921578419643817,0.6931471805599453,6.618017762217942,2
13109,60,3,1134.0300000000004,4.0943445622220995,1.0986122886681098,7.033532938964225,1
13110,32,12,2957.469999999999,3.4657359027997265,2.4849066497880004,7.992089452098643,4
13111,719,1,321.88,6.577861357721047,0.0,5.774178805277933,2
13112,542,1,20.6,6.295266001439646,0.0,3.025291075795536,2
13113,1,37,18230.07,0.0,3.610917912644224,9.810827707489803,4
13114,731,1,234.38,6.594413459749777,0.0,5.4569437298304555,2
13115,12,10,5494.699999999993,2.4849066497880004,2.302585092994046,8.611539270260913,4
13116,139,1,501.14000000000016,4.934473933130692,0.0,6.216885503166232,2
13117,22,18,2255.66,3.0910424533583165,2.8903717578961645,7.7211978920403155,4
13118,20,9,2415.410000000003,2.9957322735539913,2.19722457733622,7.789624323933724,4
13119,669,1,134.9,6.505784060128229,0.0,4.90453376321371,2
13120,239,1,30.6,5.476463551931511,0.0,3.4210000089583352,2
13121,270,1,283.73,5.598421958998375,0.0,5.648023081729961,2
13122,95,2,922.3900000000003,4.553876891600541,0.6931471805599453,6.826968127612474,3
13123,473,2,506.75000000000017,6.159095388491932,0.6931471805599453,6.22801778533211,2
13124,90,4,4641.6599999999935,4.499809670330264,1.3862943611198906,8.442827339860633,3
13125,524,1,148.62,6.261491684321044,0.0,5.0013927127293245,2
13126,5,13,3774.8099999999986,1.6094379124341005,2.5649493574615367,8.236105329290643,4
13127,78,1,259.17,4.356708826689592,0.0,5.557484217038902,2
13128,632,1,263.5,6.448889394146858,0.0,5.574053367981417,2
13129,453,2,233.25,6.115892125483033,0.6931471805599453,5.452110839727453,2
13130,95,1,64.0,4.553876891600541,0.0,4.158883083359672,2
13131,24,7,3313.7699999999986,3.1780538303479458,1.9459101490553128,8.10584179304334,4
13132,262,1,77.3,5.5683445037610975,0.0,4.3476939555933765,2
13133,274,3,200.45,5.613128106388071,1.0986122886681098,5.3005648390885165,2
13134,86,6,2475.23,4.4543472962535064,1.791759469228055,7.814088599978062,3
13135,197,2,3371.45,5.2832037287379885,0.6931471805599453,8.123098197870393,3
13136,57,13,6274.559999999999,4.043051267834549,2.5649493574615367,8.744258642019581,4
13137,11,16,7586.939999999965,2.3978952727983707,2.772588722239781,8.934183627042664,4
13138,23,7,1274.01,3.1354942159291497,1.9459101490553128,7.1499246853948675,1
13139,17,8,8202.98,2.8332133440562166,2.079441541679836,9.012252781867387,4
13140,109,5,1054.9199999999996,4.691347882229144,1.6094379124341005,6.961220213651089,3
13141,85,17,7656.079999999994,4.442651256490317,2.8332133440562166,8.94325538239899,4
13142,20,1,307.08999999999986,2.9957322735539913,0.0,5.7271408642334345,1
13143,585,1,405.1,6.371611847231858,0.0,6.004133950208645,2
13144,333,2,135.35,5.808142489980444,0.6931471805599453,4.9078640160603095,2
13145,40,7,1128.52,3.688879454113936,1.9459101490553128,7.02866231874122,3
13146,27,1,228.91000000000003,3.2958368660043287,0.0,5.433328913203914,1
13147,11,4,712.8000000000002,2.3978952727983707,1.3862943611198906,6.569200876156599,1
13148,30,26,8488.319999999976,3.4011973816621555,3.258096538021482,9.04644637986593,4
13149,15,4,1676.06,2.7080502011022096,1.3862943611198906,7.424201079923914,1
13150,485,3,449.97,6.184148890937482,1.0986122886681098,6.109180913875378,2
13151,296,3,2454.710000000003,5.690359454324059,1.0986122886681098,7.805763906978253,3
13152,418,7,2146.38,6.035481432524756,1.9459101490553128,7.671537981140308,3
13153,6,1,486.22000000000014,1.791759469228055,0.0,6.186661196371241,1
13154,400,3,1624.8400000000006,5.991464547107983,1.0986122886681098,7.393164628377721,3
13155,34,6,1370.4800000000002,3.5263605246161616,1.791759469228055,7.2229163224222015,1
13156,386,3,1586.5400000000009,5.955837369464831,1.0986122886681098,7.369310823437845,3
13157,50,9,5687.36,3.912023005428147,2.19722457733622,8.646001447571626,4
13158,95,5,1508.1800000000005,4.553876891600541,1.6094379124341005,7.318658904839884,3
13159,9,4,1429.3500000000006,2.19722457733622,1.3862943611198906,7.264975074462308,1
13160,23,1,91.8,3.1354942159291497,0.0,4.519612297626446,1
13161,314,2,472.13,5.749392985908253,0.6931471805599453,6.1572543713922165,2
13162,123,16,9275.489999999998,4.812184355372417,2.772588722239781,9.135130716268849,4
13163,611,1,17.65,6.4150969591715965,0.0,2.8707357833793057,2
13164,570,2,372.2000000000001,6.345636360828596,0.6931471805599453,5.91943134420815,2
13165,47,3,1451.16,3.8501476017100575,1.0986122886681098,7.280118515585184,1
13166,284,2,875.93,5.648974238161206,0.6931471805599453,6.775286179067724,3
13167,19,5,1113.1499999999996,2.9444389791664403,1.6094379124341005,7.014949113084253,1
13168,37,5,1840.73,3.610917912644224,1.6094379124341005,7.517917511053307,3
13169,64,3,840.08,4.158883083359672,1.0986122886681098,6.733497125397737,1
13170,27,1,108.81,3.2958368660043287,0.0,4.689603241962921,1
13171,22,3,468.41,3.0910424533583165,1.0986122886681098,6.149343980769794,1
13172,401,1,69.6,5.9939614273065684,0.0,4.242764567340373,2
13173,5,11,2389.820000000003,1.6094379124341005,2.3978952727983707,7.778973328281799,4
13174,17,11,7972.45999999998,2.8332133440562166,2.3978952727983707,8.983748381624839,4
