Customer ID,Recency,Frequency,Monetary,log_r,log_f,log_m
12852,295,1,311.54999999999995,5.68697535633982,0.0,5.741559838990231
12853,135,11,3907.5000000000014,4.90527477843843,2.3978952727983707,8.270653062295633
12854,79,7,2970.9699999999993,4.3694478524670215,1.9459101490553132,7.996643777801394
12855,373,4,612.8400000000003,5.921578419643816,1.3862943611198906,6.418103890447553
12856,8,6,2170.780000000002,2.0794415416798357,1.791759469228055,7.682841828953516
12857,211,6,3688.0,5.351858133476067,1.791759469228055,8.212839584676484
12858,384,1,147.27,5.950642552587727,0.0,4.992267636738071
12859,459,1,575.1,6.129050210060545,0.0,6.354543938719709
12860,694,1,54.220000000000006,6.542471960506805,0.0,3.9930498440705198
12861,620,1,68.25,6.429719478039138,0.0,4.223177434065069
12862,426,2,984.6200000000001,6.054439346269371,0.6931471805599453,6.892255779935185
12863,53,6,2792.55,3.970291913552122,1.791759469228055,7.934710435886016
12864,139,2,299.56999999999994,4.9344739331306915,0.6931471805599453,5.702348113118021
12867,27,13,7829.259999999989,3.295836866004329,2.5649493574615367,8.965623276217253
12868,186,8,2043.7600000000007,5.225746673713202,2.0794415416798357,7.622546527599954
12869,682,1,337.67,6.525029657843462,0.0,5.822069087200161
12870,376,3,1676.9500000000003,5.929589143389895,1.0986122886681098,7.424731946232635
12871,85,3,744.02,4.442651256490317,1.0986122886681098,6.612067916192215
12872,327,12,3283.9599999999978,5.7899601708972535,2.4849066497880004,8.096805290230172
12873,283,3,2027.3,5.645446897643238,1.0986122886681098,7.614460137474148
12875,144,5,1356.99,4.969813299576001,1.6094379124341003,7.213024290610959
12877,4,20,2942.139999999998,1.3862943611198906,2.995732273553991,7.986892486704903
12878,237,2,854.9899999999999,5.4680601411351315,0.6931471805599453,6.7510897729619295
12879,45,3,573.22,3.8066624897703196,1.0986122886681098,6.351269587180622
12880,382,2,640.1299999999999,5.945420608606575,0.6931471805599453,6.461671280726628
12881,276,1,298.0,5.62040086571715,0.0,5.697093486505405
12882,10,2,1463.0399999999995,2.302585092994046,0.6931471805599453,7.288271741726336
12883,25,4,703.4700000000001,3.2188758248682006,1.3862943611198906,6.556025231721925
12884,89,1,309.05,4.48863636973214,0.0,5.733503076105283
12885,64,3,1175.22,4.1588830833596715,1.0986122886681098,7.069210643094707
12886,68,2,1378.4000000000003,4.219507705176107,0.6931471805599453,7.22867868521372
12887,384,1,222.39999999999998,5.950642552587727,0.0,5.404477562376427
12888,215,2,354.12,5.3706380281276624,0.6931471805599453,5.869635838742848
12889,382,4,385.4600000000001,5.945420608606575,1.3862943611198906,5.954437426270906
12890,25,2,706.0200000000003,3.2188758248682006,0.6931471805599453,6.559643565703893
12891,186,11,840.5,5.225746673713202,2.3978952727983707,6.7339969528486705
12892,397,1,263.38,5.983936280687191,0.0,5.573597856282074
12893,31,1,176.54999999999995,3.4339872044851463,0.0,5.173604122374395
12894,576,1,157.34999999999997,6.3561076606958915,0.0,5.058472623510416
12895,43,2,372.80000000000007,3.7612001156935624,0.6931471805599453,5.921042082811437
12897,205,4,514.25,5.3230099791384085,1.3862943611198906,6.242709528533067
12898,464,2,296.21000000000004,6.139884552226255,0.6931471805599453,5.691068662236126
12899,414,1,366.4,6.025865973825314,0.0,5.903725632799975
12900,423,1,340.33000000000004,6.0473721790462776,0.0,5.829915735129297
12901,9,28,17654.539999999997,2.1972245773362196,3.332204510175204,9.778748253081108
12902,265,1,138.67999999999998,5.579729825986222,0.0,4.932169120816822
12903,429,1,833.53,6.061456918928017,0.0,6.725669694344563
12904,19,2,496.05999999999983,2.9444389791664403,0.6931471805599453,6.206696887150855
12905,577,2,1018.4200000000001,6.3578422665081,0.6931471805599453,6.926007685699222
12906,12,5,2919.8099999999995,2.4849066497880004,1.6094379124341003,7.979273824652131
12907,396,2,508.9099999999999,5.981414211254481,0.6931471805599453,6.232271183627701
12908,177,5,1776.0,5.176149732573829,1.6094379124341003,7.4821189235521155
12909,40,8,3088.3400000000006,3.6888794541139363,2.0794415416798357,8.03538900871065
12910,24,13,5796.519999999999,3.1780538303479458,2.5649493574615367,8.665013016462478
12911,552,1,1651.7200000000007,6.313548046277095,0.0,7.409572448190188
12912,3,5,1662.3000000000002,1.0986122886681098,1.6094379124341003,7.415957464541414
12913,5,13,6283.24,1.6094379124341003,2.5649493574615367,8.745641049986318
12914,401,1,223.98000000000002,5.993961427306569,0.0,5.4115567621545475
12915,149,4,975.1000000000003,5.003946305945459,1.3862943611198906,6.882540029841073
12916,139,7,4479.73,4.9344739331306915,1.9459101490553132,8.407318055735708
12917,129,6,4359.200000000001,4.859812404361672,1.791759469228055,8.38004383326889
12919,9,6,1335.1899999999998,2.1972245773362196,1.791759469228055,7.196828882804899
12920,18,4,486.63999999999993,2.8903717578961645,1.3862943611198906,6.18752463001245
12921,10,74,35233.24000000005,2.302585092994046,4.30406509320417,10.46974523418009
12922,162,1,405.38,5.087596335232384,0.0,6.004824898809819
12923,65,3,769.1699999999997,4.174387269895637,1.0986122886681098,6.645312011393981
12924,89,12,2461.45,4.48863636973214,2.4849066497880004,7.80850588617456
12925,5,3,729.3299999999999,1.6094379124341003,1.0986122886681098,6.592126304479406
12926,412,4,1523.5900000000006,6.021023349349527,1.3862943611198906,7.328824671180442
12927,395,1,197.31,5.978885764901122,0.0,5.284776095981369
12928,36,12,4304.890000000002,3.58351893845611,2.4849066497880004,8.367506864851293
12929,312,1,117.85000000000001,5.7430031878094825,0.0,4.76941262938214
12930,79,2,415.80000000000007,4.3694478524670215,0.6931471805599453,6.030204375423913
12931,22,57,91810.34000000004,3.091042453358316,4.04305126783455,11.427480206431182
12932,540,8,1698.5600000000002,6.29156913955832,2.0794415416798357,7.437536112263733
12933,25,8,1636.6300000000015,3.2188758248682006,2.0794415416798357,7.400394528610845
12934,737,1,181.65,6.602587892189336,0.0,5.202081758667211
12935,3,15,4243.8600000000015,1.0986122886681098,2.70805020110221,8.353228511442358
12936,18,4,1063.9,2.8903717578961645,1.3862943611198906,6.96969668052232
12937,16,9,3097.6099999999997,2.772588722239781,2.1972245773362196,8.038386125382832
12938,26,1,114.14,3.258096538021482,0.0,4.737425765108562
12939,65,20,25264.800000000007,4.174387269895637,2.995732273553991,10.137167401605225
12940,55,2,899.6899999999997,4.007333185232471,0.6931471805599453,6.802050259545253
12941,725,1,377.49000000000007,6.586171654854675,0.0,5.933544078271987
12942,132,3,675.6000000000001,4.882801922586371,1.0986122886681098,6.5156011849336455
12943,559,2,496.4999999999999,6.326149473155099,0.6931471805599453,6.2075834834852275
12944,36,2,604.51,3.58351893845611,0.6931471805599453,6.404418212515208
12945,289,2,900.1100000000001,5.666426688112432,0.6931471805599453,6.802516978078006
12946,437,1,324.45,6.07993319509559,0.0,5.782131441067177
12947,144,6,1603.9900000000002,4.969813299576001,1.791759469228055,7.380249553993061
12948,17,9,2317.43,2.833213344056216,2.1972245773362196,7.748214092021588
12949,31,22,15526.700000000017,3.4339872044851463,3.091042453358316,9.650316401612058
12950,3,3,1843.0,1.0986122886681098,1.0986122886681098,7.519149957669823
12951,9,15,3213.719999999999,2.1972245773362196,2.70805020110221,8.07518442364738
12952,6,4,1387.7900000000002,1.791759469228055,1.3862943611198906,7.235467832790259
12953,10,2,828.8099999999998,2.302585092994046,0.6931471805599453,6.719990937069495
12954,639,1,162.45,6.459904454377535,0.0,5.090370262115109
12955,2,11,4757.159999999999,0.6931471805599453,2.3978952727983707,8.467406130510332
12956,307,4,521.8899999999999,5.726847747587197,1.3862943611198906,6.257456837707031
12957,10,13,8706.97,2.302585092994046,2.5649493574615367,9.071879133319062
12958,401,2,467.33999999999986,5.993961427306569,0.6931471805599453,6.1470570441599115
12959,485,1,150.95,6.184148890937483,0.0,5.016948656152848
12960,414,4,1322.0700000000002,6.025865973825314,1.3862943611198906,7.186953969085469
12961,380,1,211.98999999999995,5.940171252720432,0.0,5.356539103748161
12962,8,2,266.39,2.0794415416798357,0.6931471805599453,5.584961400424145
12963,9,12,3235.79,2.1972245773362196,2.4849066497880004,8.082028381140601
12964,438,1,132.24,6.082218910376446,0.0,4.884618453512769
12965,90,1,769.81,4.499809670330265,0.0,6.646143731152385
12966,10,1,160.18,2.302585092994046,0.0,5.0762981828955365
12967,359,3,2938.52,5.883322388488279,1.0986122886681098,7.985661332223179
12968,113,1,135.95,4.727387818712341,0.0,4.9122871710784795
12969,603,1,122.45,6.401917196727186,0.0,4.8077027833981765
12970,8,10,1452.54,2.0794415416798357,2.302585092994046,7.281069027073216
12971,4,116,15704.6,1.3862943611198906,4.7535901911063645,9.661708942052721
12972,414,4,1161.1999999999996,6.025865973825314,1.3862943611198906,7.057209232150474
12973,414,1,385.55,6.025865973825314,0.0,5.9546708862789695
12974,198,2,408.94999999999993,5.288267030694535,0.6931471805599453,6.013592899180983
12975,437,6,2100.0900000000006,6.07993319509559,1.791759469228055,7.649735479936031
12976,212,8,3156.3799999999983,5.356586274672012,2.0794415416798357,8.057181080294274
12977,157,4,513.8799999999998,5.056245805348308,1.3862943611198906,6.241989775163408
12978,386,5,2502.819999999998,5.955837369464831,1.6094379124341003,7.825173375142303
12980,158,21,16245.779999999997,5.062595033026967,3.044522437723423,9.695588461724304
12981,30,2,372.22,3.4011973816621555,0.6931471805599453,5.919485077315818
12982,243,8,2744.8099999999995,5.493061443340548,2.0794415416798357,7.917467134790299
12983,599,1,490.0799999999999,6.395261598115449,0.0,6.194568643084465
12984,19,1,97.5,2.9444389791664403,0.0,4.579852378003801
12985,1,2,1239.38,0.0,0.6931471805599453,7.1223665335574005
12986,429,10,2729.8400000000015,6.061456918928017,2.302585092994046,7.911998278402878
12987,74,5,1312.2100000000003,4.30406509320417,1.6094379124341003,7.179468017671253
12988,293,1,505.8199999999998,5.680172609017068,0.0,6.2261808747748075
12989,4,33,13551.750000000004,1.3862943611198906,3.4965075614664802,9.51427096926005
12990,32,7,955.4999999999999,3.4657359027997265,1.9459101490553132,6.862234763680328
12991,24,3,764.8199999999998,3.1780538303479458,1.0986122886681098,6.6396405120228845
12992,726,1,93.35,6.587550014824796,0.0,4.536355869987732
12993,24,8,1259.6299999999999,3.1780538303479458,2.0794415416798357,7.138573306028036
12994,5,3,974.4200000000002,1.6094379124341003,1.0986122886681098,6.881842422196549
12995,86,1,211.32,4.454347296253507,0.0,5.353373572296115
12996,376,1,355.5000000000001,5.929589143389895,0.0,5.873525249243296
12997,23,8,2110.9100000000003,3.1354942159291497,2.0794415416798357,7.654874413116641
12998,493,3,920.08,6.20050917404269,1.0986122886681098,6.824460622784326
12999,197,3,455.8799999999999,5.2832037287379885,1.0986122886681098,6.122229616987534
13000,107,4,1032.5,4.672828834461906,1.3862943611198906,6.939738324835187
13001,5,33,24042.649999999965,1.6094379124341003,3.4965075614664802,10.08758461551903
13002,319,3,414.13000000000005,5.765191102784844,1.0986122886681098,6.026179934196435
13003,106,3,149.05,4.663439094112067,1.0986122886681098,5.00428182012408
13004,12,36,11650.849999999982,2.4849066497880004,3.58351893845611,9.363134417705684
13005,174,4,999.6799999999998,5.159055299214529,1.3862943611198906,6.907435227771211
13006,57,1,81.57,4.04305126783455,0.0,4.401461547312489
13007,580,1,175.25,6.363028103540465,0.0,5.166213525914699
13008,324,3,612.1299999999999,5.780743515792329,1.0986122886681098,6.4169446782554065
13009,673,1,234.0,6.511745329644728,0.0,5.455321115357702
13010,375,2,330.12,5.926926025970411,0.6931471805599453,5.799456224724484
13011,373,1,50.550000000000004,5.921578419643816,0.0,3.9229629454664807
13012,10,11,2957.83,2.302585092994046,2.3978952727983707,7.992211170354841
13013,2,29,11097.43,0.6931471805599453,3.367295829986474,9.314468828961331
13014,11,11,5381.080000000003,2.3978952727983707,2.3978952727983707,8.590644376503976
13015,54,11,6579.78,3.9889840465642745,2.3978952727983707,8.791756589109957
13016,74,3,789.8899999999998,4.30406509320417,1.0986122886681098,6.671893695259879
13017,8,1,204.0,2.0794415416798357,0.0,5.318119993844216
13018,17,35,9763.159999999996,2.833213344056216,3.5553480614894135,9.186371397496586
13019,380,6,1229.95,5.940171252720432,1.791759469228055,7.114728797133709
13020,563,2,618.9600000000002,6.333279628139691,0.6931471805599453,6.428040650241199
13021,5,17,4887.239999999998,1.6094379124341003,2.833213344056216,8.494383005947668
13023,65,3,1251.0300000000004,4.174387269895637,1.0986122886681098,7.131722490994724
13024,471,2,555.8699999999999,6.154858094016418,0.6931471805599453,6.320534453962432
13025,732,1,323.39000000000004,6.595780513961311,0.0,5.778859025205436
13026,2,9,1733.0799999999997,0.6931471805599453,2.1972245773362196,7.457655451373741
13027,114,19,17239.199999999997,4.736198448394496,2.9444389791664403,9.754941139428702
13028,23,2,661.3199999999999,3.1354942159291497,0.6931471805599453,6.494237837683144
13029,31,5,1927.2999999999997,3.4339872044851463,1.6094379124341003,7.563875338705006
13030,12,2,752.4399999999999,2.4849066497880004,0.6931471805599453,6.62332125922482
13031,408,5,3292.8399999999974,6.0112671744041615,1.6094379124341003,8.099505693282175
13032,53,9,2815.9600000000014,3.970291913552122,2.1972245773362196,7.943058512631594
13033,358,2,220.55,5.8805329864007,0.6931471805599453,5.396124426550949
13034,55,3,756.8199999999998,4.007333185232471,1.0986122886681098,6.62912544444979
13035,74,3,1364.2000000000003,4.30406509320417,1.0986122886681098,7.218323455220619
13036,685,1,307.1,6.529418838262226,0.0,5.727173427446777
13037,139,12,3914.95,4.9344739331306915,2.4849066497880004,8.272557836951266
13038,81,3,908.46,4.394449154672439,1.0986122886681098,6.8117508582483355
13039,585,4,1010.7299999999999,6.371611847231857,1.3862943611198906,6.918428121038441
13040,9,2,676.9899999999999,2.1972245773362196,0.6931471805599453,6.517656501754438
13041,451,4,799.1300000000001,6.111467339502679,1.3862943611198906,6.683523635910739
13042,599,3,1488.5900000000001,6.395261598115449,1.0986122886681098,7.3055846421818975
13043,274,1,516.4200000000001,5.6131281063880705,0.0,6.246920387889438
13044,292,11,4848.050000000004,5.676753802268282,2.3978952727983707,8.48633184122732
13045,100,3,808.9200000000001,4.605170185988092,1.0986122886681098,6.695700024653348
13046,31,3,949.2500000000001,3.4339872044851463,1.0986122886681098,6.855672199111912
13047,57,23,8423.580000000002,4.04305126783455,3.1354942159291497,9.038790195021026
13048,15,9,4049.1299999999997,2.70805020110221,2.1972245773362196,8.306257322209763
13049,65,4,1408.2400000000002,4.174387269895637,1.3862943611198906,7.250095976737717
13050,15,34,11877.28999999998,2.70805020110221,3.5263605246161616,9.382383452416455
13051,579,2,155.8,6.361302477572996,0.6931471805599453,5.048573133436648
13052,213,7,3118.4800000000014,5.3612921657094255,1.9459101490553132,8.045100982605865
13053,622,1,127.65,6.432940092739179,0.0,4.849292143687493
13055,79,4,2321.1100000000006,4.3694478524670215,1.3862943611198906,7.749800798516336
13056,552,1,209.48,6.313548046277095,0.0,5.344628269411287
13057,531,3,709.5899999999999,6.274762021241939,1.0986122886681098,6.564687338449621
13058,25,3,271.4,3.2188758248682006,1.0986122886681098,5.603593747400769
13059,250,10,2291.77,5.521460917862246,2.302585092994046,7.737079723759189
13060,254,1,307.53000000000003,5.537334267018537,0.0,5.72857264346342
13061,73,1,248.61,4.290459441148391,0.0,5.515885403529061
13062,192,1,346.98,5.2574953720277815,0.0,5.849267141398182
13063,481,1,188.40000000000003,6.175867270105761,0.0,5.238567362142263
13064,13,6,1666.8400000000001,2.5649493574615367,1.791759469228055,7.418684897340503
13065,374,5,1055.0500000000004,5.924255797414532,1.6094379124341003,6.961343438152066
13066,25,2,470.8,3.2188758248682006,0.6931471805599453,6.154433375386121
13067,83,3,508.51,4.418840607796598,1.0986122886681098,6.2314848809786305
13068,11,2,344.0,2.3978952727983707,0.6931471805599453,5.840641657373398
13069,1,38,9284.44999999999,0.0,3.6375861597263857,9.13609623670653
13070,193,4,751.6999999999997,5.262690188904886,1.3862943611198906,6.622337308183423
13071,613,1,129.22000000000003,6.418364935936212,0.0,4.86151637813002
13072,267,1,177.15,5.58724865840025,0.0,5.176996831311481
13073,412,2,418.08000000000004,6.021023349349527,0.6931471805599453,6.035672801772303
13074,512,4,1378.74,6.238324625039508,1.3862943611198906,7.2289253175949
13075,130,1,919.61,4.867534450455582,0.0,6.823949667123073
13076,458,1,135.40000000000003,6.126869184114185,0.0,4.9082333604781745
13077,2,11,2740.649999999998,0.6931471805599453,2.3978952727983707,7.915950397525783
13078,4,57,29018.060000000012,1.3862943611198906,4.04305126783455,10.275673673755621
13079,5,6,419.18,1.6094379124341003,1.791759469228055,6.038300421945014
13080,180,4,280.72999999999996,5.19295685089021,1.3862943611198906,5.637393353325012
13081,12,28,56838.370000000046,2.4849066497880004,3.332204510175204,10.947966904811809
13082,127,21,7335.749999999998,4.844187086458591,3.044522437723423,8.900514934838712
13083,5,3,395.43,1.6094379124341003,1.0986122886681098,5.979973780392484
13084,492,1,122.39999999999999,6.198478716492308,0.0,4.807294370078226
13085,158,8,2433.28,5.062595033026967,2.0794415416798357,7.796995420419955
13086,383,1,439.3299999999998,5.948034989180646,0.0,6.0852508391121445
13087,727,1,313.64,6.588926477533519,0.0,5.748245831362721
13088,418,1,236.11,6.035481432524756,0.0,5.4642977981288725
13089,3,203,113416.90999999936,1.0986122886681098,5.313205979041787,11.63882577732456
13090,9,23,13076.739999999996,2.1972245773362196,3.1354942159291497,9.47859035847286
13091,29,2,1108.8,3.367295829986474,0.6931471805599453,7.011033628435639
13092,71,12,2140.28,4.2626798770413155,2.4849066497880004,7.66869194057844
13093,276,55,54144.25000000008,5.62040086571715,4.007333185232471,10.899407060272022
13094,22,13,2209.44,3.091042453358316,2.5649493574615367,7.700494368737041
13095,71,1,74.39999999999999,4.2626798770413155,0.0,4.309455941839046
13096,395,1,419.70000000000005,5.978885764901122,0.0,6.039540170339546
13097,33,27,13015.360000000015,3.4965075614664802,3.295836866004329,9.473885477437982
13098,2,28,28882.44000000001,0.6931471805599453,3.332204510175204,10.270989076972517
13099,100,1,207.35999999999999,4.605170185988092,0.0,5.33445641316391
13101,235,4,695.4000000000001,5.459585514144159,1.3862943611198906,6.544487219573761
13102,2,37,11380.099999999968,0.6931471805599453,3.6109179126442243,9.339621494987933
13103,40,3,709.64,3.6888794541139363,1.0986122886681098,6.5647577991924475
13104,4,9,1709.1,1.3862943611198906,2.1972245773362196,7.44372219515446
13105,437,1,72.0,6.07993319509559,0.0,4.276666119016055
13106,134,2,603.46,4.897839799950911,0.6931471805599453,6.402679758307828
13107,45,9,5253.069999999998,3.8066624897703196,2.1972245773362196,8.566567946583811
13108,373,2,748.4599999999998,5.921578419643816,0.6931471805599453,6.618017762217943
13109,60,3,1134.0300000000004,4.0943445622221,1.0986122886681098,7.033532938964225
13110,32,12,2957.469999999999,3.4657359027997265,2.4849066497880004,7.992089452098642
13111,719,1,321.88,6.577861357721047,0.0,5.774178805277932
13112,542,1,20.6,6.295266001439646,0.0,3.0252910757955354
13113,1,37,18230.07,0.0,3.6109179126442243,9.810827707489802
13114,731,1,234.38,6.594413459749778,0.0,5.456943729830456
13115,12,10,5494.699999999994,2.4849066497880004,2.302585092994046,8.611539270260913
13116,139,1,501.1400000000001,4.9344739331306915,0.0,6.216885503166233
13117,22,18,2255.66,3.091042453358316,2.8903717578961645,7.7211978920403155
13118,20,9,2415.410000000003,2.995732273553991,2.1972245773362196,7.789624323933724
13119,669,1,134.9,6.505784060128229,0.0,4.90453376321371
13120,239,1,30.599999999999998,5.476463551931511,0.0,3.4210000089583352
13121,270,1,283.73,5.598421958998375,0.0,5.64802308172996
13122,95,2,922.3900000000002,4.553876891600541,0.6931471805599453,6.826968127612474
13123,473,2,506.7500000000001,6.159095388491933,0.6931471805599453,6.22801778533211
13124,90,4,4641.659999999994,4.499809670330265,1.3862943611198906,8.442827339860633
13125,524,1,148.62,6.261491684321042,0.0,5.001392712729324
13126,5,13,3774.8099999999986,1.6094379124341003,2.5649493574615367,8.236105329290643
13127,78,1,259.16999999999996,4.356708826689592,0.0,5.557484217038902
13128,632,1,263.5,6.448889394146858,0.0,5.574053367981417
13129,453,2,233.25,6.115892125483034,0.6931471805599453,5.452110839727453
13130,95,1,64.0,4.553876891600541,0.0,4.1588830833596715
13131,24,7,3313.769999999999,3.1780538303479458,1.9459101490553132,8.10584179304334
13132,262,1,77.3,5.568344503761097,0.0,4.3476939555933765
13133,274,3,200.45,5.6131281063880705,1.0986122886681098,5.300564839088516
13134,86,6,2475.2299999999996,4.454347296253507,1.791759469228055,7.814088599978061
13135,197,2,3371.45,5.2832037287379885,0.6931471805599453,8.123098197870393
13136,57,13,6274.559999999999,4.04305126783455,2.5649493574615367,8.744258642019583
13137,11,16,7586.939999999965,2.3978952727983707,2.772588722239781,8.934183627042664
13138,23,7,1274.01,3.1354942159291497,1.9459101490553132,7.149924685394867
13139,17,8,8202.98,2.833213344056216,2.0794415416798357,9.012252781867387
13140,109,5,1054.9199999999998,4.6913478822291435,1.6094379124341003,6.961220213651087
13141,85,17,7656.079999999994,4.442651256490317,2.833213344056216,8.94325538239899
13142,20,1,307.0899999999999,2.995732273553991,0.0,5.727140864233435
13143,585,1,405.1,6.371611847231857,0.0,6.004133950208645
13144,333,2,135.35,5.808142489980444,0.6931471805599453,4.90786401606031
13145,40,7,1128.52,3.6888794541139363,1.9459101490553132,7.02866231874122
13146,27,1,228.91000000000003,3.295836866004329,0.0,5.433328913203914
13147,11,4,712.8000000000001,2.3978952727983707,1.3862943611198906,6.5692008761566
13148,30,26,8488.319999999976,3.4011973816621555,3.258096538021482,9.04644637986593
13149,15,4,1676.06,2.70805020110221,1.3862943611198906,7.424201079923914
13150,485,3,449.96999999999997,6.184148890937483,1.0986122886681098,6.109180913875377
13151,296,3,2454.7100000000028,5.69035945432406,1.0986122886681098,7.805763906978252
13152,418,7,2146.38,6.035481432524756,1.9459101490553132,7.671537981140309
13153,6,1,486.2200000000001,1.791759469228055,0.0,6.186661196371241
13154,400,3,1624.8400000000008,5.991464547107982,1.0986122886681098,7.393164628377721
13155,34,6,1370.4800000000002,3.5263605246161616,1.791759469228055,7.222916322422203
13156,386,3,1586.540000000001,5.955837369464831,1.0986122886681098,7.3693108234378455
13157,50,9,5687.36,3.912023005428146,2.1972245773362196,8.646001447571626
13158,95,5,1508.1800000000005,4.553876891600541,1.6094379124341003,7.318658904839884
13159,9,4,1429.3500000000006,2.1972245773362196,1.3862943611198906,7.264975074462307
13160,23,1,91.8,3.1354942159291497,0.0,4.519612297626445
13161,314,2,472.12999999999994,5.749392985908253,0.6931471805599453,6.1572543713922165
13162,123,16,9275.489999999998,4.812184355372417,2.772588722239781,9.135130716268849
13163,611,1,17.65,6.415096959171596,0.0,2.8707357833793057
13164,570,2,372.20000000000005,6.345636360828596,0.6931471805599453,5.91943134420815
13165,47,3,1451.16,3.8501476017100584,1.0986122886681098,7.280118515585184
13166,284,2,875.93,5.648974238161206,0.6931471805599453,6.775286179067724
13167,19,5,1113.1499999999996,2.9444389791664403,1.6094379124341003,7.014949113084252
13168,37,5,1840.7300000000002,3.6109179126442243,1.6094379124341003,7.517917511053307
13169,64,3,840.08,4.1588830833596715,1.0986122886681098,6.733497125397738
13170,27,1,108.80999999999999,3.295836866004329,0.0,4.689603241962921
13171,22,3,468.40999999999997,3.091042453358316,1.0986122886681098,6.149343980769794
13172,401,1,69.6,5.993961427306569,0.0,4.242764567340374
13173,5,11,2389.820000000003,1.6094379124341003,2.3978952727983707,7.778973328281799
13174,17,11,7972.459999999981,2.833213344056216,2.3978952727983707,8.983748381624839
13175,583,2,831.45,6.368187186350492,0.6931471805599453,6.723171164533923
13176,47,1,481.4899999999999,3.8501476017100584,0.0,6.17688546259053
13177,65,2,512.2,4.174387269895637,0.6931471805599453,6.238715173765425
13178,27,21,14059.18999999998,3.295836866004329,3.044522437723423,9.5510315534633
13179,619,1,572.3100000000002,6.428105272684596,0.0,6.349680802615536
13180,608,1,86.1,6.410174881966167,0.0,4.455509411433685
13181,382,1,359.69000000000005,5.945420608606575,0.0,5.8852425493698926
13182,46,1,121.18,3.828641396489095,0.0,4.797277043516843
13183,8,15,7036.180000000002,2.0794415416798357,2.70805020110221,8.85882068824767
13184,15,10,1667.9500000000012,2.70805020110221,2.302585092994046,7.419350606450219
13185,268,1,71.4,5.5909869805108565,0.0,4.268297869345539
13186,40,3,1575.8900000000008,3.6888794541139363,1.0986122886681098,7.362575471027589
13187,338,4,328.35999999999996,5.823045895483019,1.3862943611198906,5.7941105674800655
13188,12,1,114.60000000000001,2.4849066497880004,0.0,4.741447804280639
13189,19,2,260.67999999999995,2.9444389791664403,0.6931471805599453,5.56329360146418
13190,545,3,570.6600000000001,6.300785794663244,1.0986122886681098,6.34679358572235
